File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR	EntrezIDs
ENCFF292PBX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EAU	TF ChIP-seq	/human-donors/ENCDO000ACF/	EFO:0005332	GM18505	cell line	Homo sapiens										POLR2A-human	DNA						2011-10-29	ENCODE		see document		1, 2, 3, 4	1_1, 2_1, 3_1, 4_1							/files/ENCFF984MAL/, /files/ENCFF512QDV/, /files/ENCFF674PTN/, /files/ENCFF270BRF/, /files/ENCFF765ZHF/, /files/ENCFF356LFX/, /files/ENCFF529UHM/	532387	ENCODE Processing Pipeline	d3b56dda80cfb0b891485c40b0e0da5f		https://www.encodeproject.org/files/ENCFF292PBX/@@download/ENCFF292PBX.bed.gz				released	s3://encode-public/2020/12/26/9b8ab9a2-c93a-42e2-a4cd-b4b06e8db3fb/ENCFF292PBX.bed.gz	ENCODE4 v1.6.1 GRCh38	released	borderline replicate concordance	insufficient read length, insufficient read depth	extremely low read depth	5430
ENCFF142NAV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR417DKD	TF ChIP-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens										NFXL1-human	DNA						2017-06-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF918CII/, /files/ENCFF352CJI/, /files/ENCFF356LFX/, /files/ENCFF459BRY/, /files/ENCFF999TWS/	27549	ENCODE Processing Pipeline	4ba27fcf7049e832518eca02ecad579d		https://www.encodeproject.org/files/ENCFF142NAV/@@download/ENCFF142NAV.bed.gz				released	s3://encode-public/2020/12/04/d07b93d6-12e9-46b3-b892-98f816c12131/ENCFF142NAV.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, borderline replicate concordance, antibody characterized with exemption			152518
ENCFF740MEN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR119OFH	TF ChIP-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens				CRISPR	insertion	/targets/BRCA2-human/				BRCA2-human	DNA						2021-05-18	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF295KVO/, /files/ENCFF356LFX/, /files/ENCFF307KQS/, /files/ENCFF015LOS/	73073	ENCODE Processing Pipeline	392f4daa20cfcc17bcc31620960fd97f		https://www.encodeproject.org/files/ENCFF740MEN/@@download/ENCFF740MEN.bed.gz				released	s3://encode-public/2020/09/15/67c15763-7a47-4e4a-8d54-3b93e32780c3/ENCFF740MEN.bed.gz	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity			675
ENCFF132MJX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR109ODF	TF ChIP-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens										HES1-human	DNA						2017-04-14	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF335AYS/, /files/ENCFF756SZH/, /files/ENCFF220TQP/, /files/ENCFF356LFX/, /files/ENCFF758HZJ/	62830	ENCODE Processing Pipeline	23900c8f28f9eba3e94fcaa1aee895e8		https://www.encodeproject.org/files/ENCFF132MJX/@@download/ENCFF132MJX.bed.gz				released	s3://encode-public/2020/11/28/22abf590-8194-443c-a17a-7673a4a3b343/ENCFF132MJX.bed.gz	ENCODE4 v1.6.1 GRCh38	released				3280
ENCFF190FKP	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR458PYQ	TF ChIP-seq	/human-donors/ENCDO222AAA/	CL:0000169	type B pancreatic cell	in vitro differentiated cells	Homo sapiens										CTCF-human	DNA						2021-04-13	ENCODE		sonication (generic)	200-600	1, 2	1_1, 1_2, 2_1, 2_2							/files/ENCFF356LFX/, /files/ENCFF121JWB/, /files/ENCFF575YCL/, /files/ENCFF794EUH/, /files/ENCFF471IXP/	1411075	ENCODE Processing Pipeline	571b8336b3057ea5604ccb4872114e58		https://www.encodeproject.org/files/ENCFF190FKP/@@download/ENCFF190FKP.bed.gz				released	s3://encode-public/2020/07/09/af9d0fa2-5855-4f80-bd1e-b4cb982df717/ENCFF190FKP.bed.gz	ENCODE4 v1.5.0 GRCh38	released	mild to moderate bottlenecking, antibody characterized with exemption			10664
ENCFF688TNZ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BMD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ELF1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF993KZB/, /files/ENCFF579FHH/, /files/ENCFF939RUV/, /files/ENCFF395PSG/, /files/ENCFF356LFX/, /files/ENCFF431DRS/	540884	ENCODE Processing Pipeline	dd47e6640536b653a6580bd8433f4c58		https://www.encodeproject.org/files/ENCFF688TNZ/@@download/ENCFF688TNZ.bed.gz				released	s3://encode-public/2020/12/26/8a4fe39b-0582-448d-acf4-df6703d9632b/ENCFF688TNZ.bed.gz	ENCODE4 v1.6.1 GRCh38	released	control low read depth, mild to moderate bottlenecking, low read length	poor library complexity, insufficient read depth, insufficient replicate concordance, severe bottlenecking		1997
ENCFF658XFZ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EBG	TF ChIP-seq	/human-donors/ENCDO000ACJ/	EFO:0005350	GM19099	cell line	Homo sapiens										POLR2A-human	DNA						2011-10-29	ENCODE		see document		1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF399BJT/, /files/ENCFF356LFX/, /files/ENCFF510XKN/, /files/ENCFF989YYN/, /files/ENCFF243QKU/, /files/ENCFF452OZP/	531411	ENCODE Processing Pipeline	6c6c9af437e9f3032d4a4234554703c4		https://www.encodeproject.org/files/ENCFF658XFZ/@@download/ENCFF658XFZ.bed.gz				released	s3://encode-public/2020/12/26/74502770-d0c6-49f0-bf56-89c5ac0e084d/ENCFF658XFZ.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth	insufficient read length	extremely low read depth	5430
ENCFF605XYC	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000FCB	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										MITF-human	DNA						2014-07-07	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF115SBT/, /files/ENCFF164XLN/, /files/ENCFF088DMI/, /files/ENCFF318XIW/	131430	ENCODE Processing Pipeline	339102905c609b5e15eef0d8b331d99e		https://www.encodeproject.org/files/ENCFF605XYC/@@download/ENCFF605XYC.bed.gz				released	s3://encode-public/2021/02/04/a7aaaa18-ec98-446c-8c62-470b6dc31d06/ENCFF605XYC.bed.gz	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption			4286
ENCFF674XTY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR241LIH	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										AFF1-human	DNA						2018-01-26	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF882XHJ/, /files/ENCFF356LFX/, /files/ENCFF936FZX/, /files/ENCFF822ODT/, /files/ENCFF598MHO/	174489	ENCODE Processing Pipeline	8b9f7fa9112e411a1d15c949b020eb6e		https://www.encodeproject.org/files/ENCFF674XTY/@@download/ENCFF674XTY.bed.gz				released	s3://encode-public/2020/11/28/bb8ea61b-e0ed-4d32-b13d-94d565a22f5c/ENCFF674XTY.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, mild to moderate bottlenecking	partially characterized antibody		4299
ENCFF550FDV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR706YUH	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										SMARCA5-human	DNA						2017-06-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF232AKP/, /files/ENCFF070IQU/, /files/ENCFF377KFK/, /files/ENCFF998MCZ/, /files/ENCFF356LFX/	511634	ENCODE Processing Pipeline	0824bb9814884df9aa0528923cc7d8f6		https://www.encodeproject.org/files/ENCFF550FDV/@@download/ENCFF550FDV.bed.gz				released	s3://encode-public/2020/12/02/46a9d65c-b684-45cb-8796-898f98e52428/ENCFF550FDV.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking			8467
ENCFF096AYV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR597CHL	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF518B-human/				ZNF518B-human	DNA						2021-05-18	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF948XBN/, /files/ENCFF346WXR/, /files/ENCFF077MIJ/	14706	ENCODE Processing Pipeline	8e01dd9d44e394d5394af3b800871a8e		https://www.encodeproject.org/files/ENCFF096AYV/@@download/ENCFF096AYV.bed.gz				released	s3://encode-public/2020/06/27/7b91a450-e626-422a-9d22-d567d8247425/ENCFF096AYV.bed.gz	ENCODE4 v1.5.0 GRCh38	released	mild to moderate bottlenecking, moderate library complexity			85460
ENCFF051FNO	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BQY	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										PML-human	DNA						2012-02-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF263IKB/, /files/ENCFF728MBI/, /files/ENCFF838ZUU/, /files/ENCFF058QKX/, /files/ENCFF356LFX/, /files/ENCFF113TEZ/, /files/ENCFF428XAM/	352659	ENCODE Processing Pipeline	afc8c6d7df8b8fb4678e8b11fbfb572b		https://www.encodeproject.org/files/ENCFF051FNO/@@download/ENCFF051FNO.bed.gz				released	s3://encode-public/2020/12/26/3ca30c2a-0053-4f6a-9d72-7dd716d79ca9/ENCFF051FNO.bed.gz	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, low read length			5371
ENCFF885PQR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BRY	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TEAD4-human	DNA						2012-09-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF886PFV/, /files/ENCFF345FFX/, /files/ENCFF855LUO/, /files/ENCFF618AQB/, /files/ENCFF356LFX/	391520	ENCODE Processing Pipeline	4e0d0dd4f67b5213c0a9a9112a9972ef		https://www.encodeproject.org/files/ENCFF885PQR/@@download/ENCFF885PQR.bed.gz				released	s3://encode-public/2020/12/26/3fa398a8-7bf1-4b90-bf4c-7ac75d76ec14/ENCFF885PQR.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mixed read lengths, low read depth, inconsistent platforms, low read length			7004
ENCFF929TWP	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR506KWJ	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										XRCC5-human	DNA			SDS	formaldehyde		2017-12-01	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF575CPG/, /files/ENCFF031WEU/, /files/ENCFF733DNR/, /files/ENCFF419RSJ/	224884	ENCODE Processing Pipeline	b68998b0e9dddfba56900d32052315d1		https://www.encodeproject.org/files/ENCFF929TWP/@@download/ENCFF929TWP.bed.gz				released	s3://encode-public/2016/10/31/3cace8f6-e973-47c0-a8e7-75c80ceecb70/ENCFF929TWP.bed.gz	ENCODE3 GRCh38	released	low read depth, mild to moderate bottlenecking, low read length			7520
ENCFF708IYN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR506KWJ	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										XRCC5-human	DNA			SDS	formaldehyde		2017-12-01	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF659FZC/, /files/ENCFF461ODQ/, /files/ENCFF280NBI/, /files/ENCFF356LFX/, /files/ENCFF669MZD/	209465	ENCODE Processing Pipeline	9baf9b7ff03ad26bbb32aab6d9b16135		https://www.encodeproject.org/files/ENCFF708IYN/@@download/ENCFF708IYN.bed.gz				released	s3://encode-public/2020/12/03/9824e633-435d-4f10-9e9f-9c9a9a4eed72/ENCFF708IYN.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, mild to moderate bottlenecking, low read length			7520
ENCFF795QXV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR887LYD	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SMARCC2-human	DNA						2017-06-26	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF058VRY/, /files/ENCFF356LFX/, /files/ENCFF665KHZ/, /files/ENCFF908PJR/, /files/ENCFF903ECJ/	32541	ENCODE Processing Pipeline	ba92464536a3b9e52f55e7e520c9c180		https://www.encodeproject.org/files/ENCFF795QXV/@@download/ENCFF795QXV.bed.gz				released	s3://encode-public/2020/12/03/6261d24c-e778-41a2-9d35-dd0dfc30b5f7/ENCFF795QXV.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, antibody characterized with exemption			6601
ENCFF625QHR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR986CDX	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										NEUROD1-human	DNA						2014-07-07	ENCODE			150-350	1, 2	1_1, 2_1							/files/ENCFF005NXS/, /files/ENCFF253OGH/, /files/ENCFF356LFX/, /files/ENCFF117CNA/, /files/ENCFF908XGX/	241995	ENCODE Processing Pipeline	56460ae9024e25ead3a74ac885cd96ce		https://www.encodeproject.org/files/ENCFF625QHR/@@download/ENCFF625QHR.bed.gz				released	s3://encode-public/2020/12/02/5dfefd87-a0bb-40bc-b243-004edb234310/ENCFF625QHR.bed.gz	ENCODE4 v1.6.1 GRCh38	released	borderline replicate concordance, low read depth, low read length	partially characterized antibody		4760
ENCFF101UJJ	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR871MKQ	TF ChIP-seq	/human-donors/ENCDO222AAA/	EFO:0003045	H9	cell line	Homo sapiens										CTCF-human	DNA						2021-04-13	ENCODE		sonication (generic)	200-600	1, 2, 3	1_1, 1_2, 2_1, 2_2, 3_1, 3_2							/files/ENCFF732DQN/, /files/ENCFF329YHT/, /files/ENCFF162TKJ/, /files/ENCFF176KOZ/, /files/ENCFF356LFX/, /files/ENCFF921LQO/, /files/ENCFF276SIJ/	1509759	ENCODE Processing Pipeline	d771fc0adad4fe80bdba5c8f8b7e90fc		https://www.encodeproject.org/files/ENCFF101UJJ/@@download/ENCFF101UJJ.bed.gz				released	s3://encode-public/2021/06/23/f466c60c-2937-4bee-b2d4-1c870367437a/ENCFF101UJJ.bed.gz	ENCODE4 v1.8.0 GRCh38	released	mild to moderate bottlenecking, antibody characterized with exemption			10664
ENCFF925SVT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR799GJD	TF ChIP-seq	/human-donors/ENCDO222AAA/	NTR:0000512	nephron progenitor cell	in vitro differentiated cells	Homo sapiens										CTCF-human	DNA						2021-04-13	ENCODE		sonication (generic)	200-600	1, 2	1_1, 1_2, 2_1, 2_2							/files/ENCFF356LFX/, /files/ENCFF045LNX/, /files/ENCFF907VVL/, /files/ENCFF969GPH/, /files/ENCFF781UJC/	711756	ENCODE Processing Pipeline	e5675aebcfbcf7c3e04b74c6b4de83ed		https://www.encodeproject.org/files/ENCFF925SVT/@@download/ENCFF925SVT.bed.gz				released	s3://encode-public/2020/07/09/dd83f7c3-4541-4de7-bedd-fc60657add3c/ENCFF925SVT.bed.gz	ENCODE4 v1.5.0 GRCh38	released	antibody characterized with exemption			10664
ENCFF440AQF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR512NLO	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										MNT-human	DNA						2017-05-17	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF402KTJ/, /files/ENCFF822ODT/, /files/ENCFF347YRR/, /files/ENCFF936FZX/	534925	ENCODE Processing Pipeline	720f68f8cd605429c7e5e6f76d3a0c07		https://www.encodeproject.org/files/ENCFF440AQF/@@download/ENCFF440AQF.bed.gz				released	s3://encode-public/2020/12/04/3314828e-ae21-4d9e-90c0-efeab360a14d/ENCFF440AQF.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, mild to moderate bottlenecking			4335
ENCFF062KLW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR442VBJ	TF ChIP-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens										RAD51-human	DNA						2017-04-14	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF461LXW/, /files/ENCFF514FZT/, /files/ENCFF756SZH/, /files/ENCFF356LFX/, /files/ENCFF220TQP/	122118	ENCODE Processing Pipeline	db538231d998fdaaac5adc36659bebce		https://www.encodeproject.org/files/ENCFF062KLW/@@download/ENCFF062KLW.bed.gz				released	s3://encode-public/2020/12/30/0a77dbd0-4f57-400d-bf3a-7394a0ce568d/ENCFF062KLW.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, mild to moderate bottlenecking, moderate library complexity			5888
ENCFF033MGN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR813DCK	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										SMAD1-human	DNA						2018-01-26	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF783FZL/, /files/ENCFF262ESX/, /files/ENCFF526WYZ/, /files/ENCFF955YTJ/, /files/ENCFF356LFX/	179225	ENCODE Processing Pipeline	94ba88d57587d635bcb888912b7d8069		https://www.encodeproject.org/files/ENCFF033MGN/@@download/ENCFF033MGN.bed.gz				released	s3://encode-public/2020/12/02/d260b517-acf3-4c89-9e2f-b470a8d03b05/ENCFF033MGN.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, mild to moderate bottlenecking	partially characterized antibody		4086
ENCFF171ZNN	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR873LYH	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/MLX-human/				MLX-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF981QIO/, /files/ENCFF356LFX/, /files/ENCFF174OKT/, /files/ENCFF682OCA/	37839	ENCODE Processing Pipeline	598681e8dbb93ed49fc4294bbd72c868		https://www.encodeproject.org/files/ENCFF171ZNN/@@download/ENCFF171ZNN.bed.gz				released	s3://encode-public/2020/07/03/27bd9fdf-dc4f-4ff9-a1cd-cb7888598d44/ENCFF171ZNN.bed.gz	ENCODE4 v1.4.0 GRCh38	released				6945
ENCFF165JQS	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR110JLQ	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF778-human/				ZNF778-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF440NXY/, /files/ENCFF504KYQ/, /files/ENCFF356LFX/, /files/ENCFF174OKT/	5907	ENCODE Processing Pipeline	0c214348b02cc458ded87e62fa72e31a		https://www.encodeproject.org/files/ENCFF165JQS/@@download/ENCFF165JQS.bed.gz				released	s3://encode-public/2020/07/06/dc48cc2b-cdb9-49c4-b5a2-e7a5a94be61d/ENCFF165JQS.bed.gz	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking, moderate library complexity			197320
ENCFF843NBV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR590FLL	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF347-human/				ZNF347-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF999FLB/, /files/ENCFF022VGJ/, /files/ENCFF174OKT/	18615	ENCODE Processing Pipeline	cab83f2be2220d6d328bd6566fc54d85		https://www.encodeproject.org/files/ENCFF843NBV/@@download/ENCFF843NBV.bed.gz				released	s3://encode-public/2020/07/03/431a0375-fb09-4351-b0d3-5e20203217f6/ENCFF843NBV.bed.gz	ENCODE4 v1.4.0 GRCh38	released	low read depth, mild to moderate bottlenecking, moderate library complexity		missing compliant biosample characterization	84671
ENCFF692HUD	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR591ASD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/TEAD1-human/				TEAD1-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF174OKT/, /files/ENCFF828UGP/, /files/ENCFF898EHY/, /files/ENCFF356LFX/	241679	ENCODE Processing Pipeline	2a757edbb0176202260cf86161cc4713		https://www.encodeproject.org/files/ENCFF692HUD/@@download/ENCFF692HUD.bed.gz				released	s3://encode-public/2020/07/01/7878f188-1bc0-41c5-9c85-995338f49780/ENCFF692HUD.bed.gz	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking			7003
ENCFF935NRC	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR041RCS	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/SOX13-human/				SOX13-human	DNA				formaldehyde		2020-07-09	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF924FTM/, /files/ENCFF356LFX/, /files/ENCFF548DUS/, /files/ENCFF364JJX/	29475	ENCODE Processing Pipeline	48e8dfbe1b49e83f37ceb62e69d424ca		https://www.encodeproject.org/files/ENCFF935NRC/@@download/ENCFF935NRC.bed.gz				released	s3://encode-public/2020/07/08/0991d5a6-729f-48b8-9c07-7ecc3a684db1/ENCFF935NRC.bed.gz	ENCODE4 v1.5.0 GRCh38	released	mild to moderate bottlenecking, moderate library complexity			9580
ENCFF699IZY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR877UJB	TF ChIP-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF227-human/				ZNF227-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	2, 3	2_1, 3_1							/files/ENCFF356LFX/, /files/ENCFF716WEW/, /files/ENCFF676OIV/, /files/ENCFF771HCT/	39643	ENCODE Processing Pipeline	50c3d178daf9d02096047f9a59682bd3		https://www.encodeproject.org/files/ENCFF699IZY/@@download/ENCFF699IZY.bed.gz				released	s3://encode-public/2020/06/30/24c48ebf-078b-422a-88b0-4d888536f80e/ENCFF699IZY.bed.gz	ENCODE4 v1.5.0 GRCh38	released			missing compliant biosample characterization	7770
ENCFF014HYS	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR376UMR	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF84-human/				ZNF84-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF174OKT/, /files/ENCFF704VDF/, /files/ENCFF688ROA/, /files/ENCFF356LFX/	89579	ENCODE Processing Pipeline	c86885f7cc7dd6b9618920da41d2bf12		https://www.encodeproject.org/files/ENCFF014HYS/@@download/ENCFF014HYS.bed.gz				released	s3://encode-public/2020/07/03/a0dbc014-eefc-4ba1-ae0e-9b99db39f3d1/ENCFF014HYS.bed.gz	ENCODE4 v1.4.0 GRCh38	released				7637
ENCFF717CPE	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR288NNJ	TF ChIP-seq	/human-donors/ENCDO882UJI/	EFO:0009747	WTC11	cell line	Homo sapiens				CRISPR	insertion	/targets/ZNF416-human/				ZNF416-human	DNA						2021-06-10	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_2, 2_2							/files/ENCFF356LFX/, /files/ENCFF872BOS/, /files/ENCFF863FDE/, /files/ENCFF587IMV/	87200	ENCODE Processing Pipeline	a720ba2cd3a327a9dcd456491e186a27		https://www.encodeproject.org/files/ENCFF717CPE/@@download/ENCFF717CPE.bed.gz				released	s3://encode-public/2021/06/04/98578ef9-7b4e-43df-a315-6b108876bb85/ENCFF717CPE.bed.gz	ENCODE4 v1.9.0 GRCh38	released	inconsistent platforms, mild to moderate bottlenecking			55659
ENCFF828NYA	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR412YGM	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										ZSCAN29-human	DNA						2017-05-17	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF232AKP/, /files/ENCFF724UTV/, /files/ENCFF711JVL/, /files/ENCFF356LFX/, /files/ENCFF377KFK/	103988	ENCODE Processing Pipeline	b1774d2776de5ba9da94b569fac4eea4		https://www.encodeproject.org/files/ENCFF828NYA/@@download/ENCFF828NYA.bed.gz				released	s3://encode-public/2020/12/04/db85b6a7-8e0b-4ff9-9d72-ddfb8427d8fe/ENCFF828NYA.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity			146050
